,time,power
0,08:42:48.677000Z,3.744788320021226
1,08:42:49.180000Z,7.637335232038103
2,08:42:49.684000Z,0.03251827142909102
3,08:42:50.187000Z,0.0011163388360503307
4,08:42:50.692000Z,0.0009234585567790708
5,08:42:51.197000Z,0.024611521485742676
6,08:42:51.701000Z,0.0011457029564028668
7,08:42:52.205000Z,0.0008851069902235061
8,08:42:52.708000Z,0.0009359106599708823
9,08:42:53.213000Z,0.0009568077555398522
10,08:42:53.717000Z,0.00106985133333432
11,08:42:54.220000Z,0.0009942486770299103
12,08:42:54.725000Z,0.0009551854021078872
13,08:42:55.228000Z,0.0017368010511730834
14,08:42:55.733000Z,0.0009331272379610128
15,08:42:56.238000Z,0.0010962995931934015
16,08:42:56.741000Z,0.0009606859489973596
17,08:42:57.245000Z,0.0012391792203207182
18,08:42:57.748000Z,0.0008766514861436766
19,08:42:58.253000Z,0.0008957021864115659
20,08:42:58.757000Z,0.0009342920750451889
21,08:42:59.261000Z,0.000947535768727204
22,08:42:59.765000Z,0.0009472866796296845
23,08:43:00.268000Z,0.0009665115495311275
24,08:43:00.773000Z,0.0008931419450692448
25,08:43:01.278000Z,0.0007914761151746138
26,08:43:01.782000Z,0.0007972833243743375
27,08:43:02.287000Z,0.0007228770622931873
28,08:43:02.792000Z,0.0008715699706373278
29,08:43:03.801000Z,0.000997139464033074
30,08:43:04.303000Z,0.0009046208927729246
31,08:43:04.804000Z,0.0009994013894602828
32,08:43:05.307000Z,0.0009505094717010374
33,08:43:05.809000Z,0.0016885709740118854
34,08:43:06.312000Z,0.0010659004930758168
35,08:43:07.317000Z,0.0009344240310162817
36,08:43:07.819000Z,0.0009875794052613277
37,08:43:08.321000Z,0.0009284116375899468
38,08:43:08.823000Z,0.0010752522281268061
39,08:43:09.326000Z,0.001077271528497737
40,08:43:09.829000Z,0.0012444171236974816
41,08:43:10.333000Z,0.0009907867564296182
42,08:43:10.836000Z,0.0009887376216103272
43,08:43:11.340000Z,0.0009170957854750581
44,08:43:11.843000Z,0.0009062867189074881
45,08:43:12.345000Z,0.000944369836546353
46,08:43:12.847000Z,0.0008718979186829384
47,08:43:13.349000Z,0.0009284389398816676
48,08:43:14.356000Z,0.001382758963382244
49,08:43:14.859000Z,0.0006807707302693019
50,08:43:15.363000Z,0.0008019946242475347
51,08:43:15.866000Z,0.0008847801623379094
52,08:43:16.368000Z,0.0011494277449772424
53,08:43:16.870000Z,0.0004567749860439882
54,08:43:17.372000Z,0.0011973662667471422
55,08:43:17.874000Z,0.0008207086852501867
56,08:43:18.376000Z,0.00118563930011072
57,08:43:18.878000Z,0.0015192902680140406
58,08:43:19.383000Z,0.0009596744657265218
59,08:43:19.886000Z,0.0013935633260574688
60,08:43:20.388000Z,0.0027921466954509283
61,08:43:20.891000Z,0.0029091634134548595
62,08:43:21.394000Z,0.003434768118900933
63,08:43:21.896000Z,0.0036851818286352204
64,08:43:22.399000Z,0.0033391407431582238
65,08:43:22.901000Z,0.0036533284360878507
66,08:43:23.403000Z,0.0012117875561621586
67,08:43:23.907000Z,0.0011685207043629314
68,08:43:24.409000Z,0.0011888778853046938
69,08:43:24.912000Z,0.0009699459120625483
70,08:43:25.415000Z,0.001176135936206633
71,08:43:25.918000Z,0.0009126735537204534
72,08:43:26.421000Z,0.0009307506993997076
73,08:43:26.923000Z,0.0008535327610994705
74,08:43:27.426000Z,0.0007771664497310012
75,08:43:27.935000Z,0.0006550970938933617
76,08:43:28.437000Z,0.0007335154978797731
77,08:43:28.939000Z,0.0008790343712065833
78,08:43:29.440000Z,0.0009311392798901495
79,08:43:29.942000Z,0.0009439280404176425
80,08:43:30.445000Z,0.0010683549158995386
81,08:43:30.946000Z,0.0009775980884574207
82,08:43:31.449000Z,0.0009517811699816584
83,08:43:31.952000Z,0.0010117268434872363
84,08:43:32.455000Z,0.0010048712587558976
85,08:43:32.957000Z,0.0009242768601523537
86,08:43:33.460000Z,0.0009497981982584484
87,08:43:33.963000Z,0.0011191624094361884
88,08:43:34.465000Z,0.0009671026300294254
89,08:43:34.967000Z,0.0009855487812323726
90,08:43:35.475000Z,0.0010924390312041531
91,08:43:35.978000Z,0.0011307982427053737
92,08:43:36.479000Z,0.0011232303762706685
93,08:43:36.982000Z,0.0009607000361657443
94,08:43:37.485000Z,0.0009934913199511894
95,08:43:37.987000Z,0.0011007537443079236
96,08:43:38.490000Z,0.0009399304788050314
97,08:43:38.992000Z,0.0012333982943872846
98,08:43:39.494000Z,0.0009670288367657091
99,08:43:40Z,0.0007521429642657372
100,08:43:41.007000Z,0.0008365742707845308
101,08:43:41.509000Z,0.0007981842371320143
102,08:43:42.011000Z,0.0010683301404883043
103,08:43:42.513000Z,0.0008989931621656959
104,08:43:43.016000Z,0.0011836369807671876
105,08:43:43.520000Z,0.0011192841053525504
106,08:43:44.027000Z,0.001339615323464126
107,08:43:44.529000Z,0.0013210036573082847
108,08:43:45.032000Z,0.0013243769595484866
109,08:43:45.535000Z,0.0009551375640316072
110,08:43:46.038000Z,0.0009707094352120607
111,08:43:46.541000Z,0.0010058129884546393
112,08:43:47.043000Z,0.0009541166788326717
113,08:43:47.546000Z,0.0020019064711767377
114,08:43:48.048000Z,0.0009730793704284166
115,08:43:48.549000Z,0.0010158404294634744
116,08:43:49.052000Z,0.0009337536623985312
117,08:43:49.554000Z,0.0009375354018046959
118,08:43:50.057000Z,0.0009369418850590876
119,08:43:50.559000Z,0.0009588252095648496
120,08:43:51.061000Z,0.0011309055736177308
121,08:43:51.569000Z,0.0008517058169847343
